,book_id,title,format,authors,size,publicationYear,genres
2098910,5863.0,"Tricks (Tricks, #1)",Hardcover,2821144,627,2009,"young-adult,poetry,fiction,romance"
2099192,359455.0,Journal d'un corps,Paperback,40737,382,2012,"fiction,history,historical fiction,biography"
2100101,21078.0,"Bud, Not Buddy",Hardcover,6846,243,1999,"fiction,history,historical fiction,biography,young-adult,children"
2100274,14662.0,The Art of Fielding,Hardcover,3452783,512,2011,"fiction,young-adult"
2100458,578.0,"Storm Front (The Dresden Files, #1)",Mass Market Paperback,10746,322,2000,"fantasy,paranormal,mystery,thriller,crime,fiction"
2101304,24047.0,"The Boxcar Children (The Boxcar Children, #1)",Paperback,"10665,207860",160,1989,"children,mystery,thriller,crime,young-adult,fiction,history,historical fiction,biography"
2101381,14979.0,The Miraculous Journey of Edward Tulane,Hardcover,"13663,1354902",200,2006,"fantasy,paranormal,children,fiction,young-adult"
2102863,6631.0,"The Body Finder (The Body Finder, #1)",Hardcover,2755160,327,2010,"young-adult,fantasy,paranormal,mystery,thriller,crime,romance,fiction"
2103122,18724.0,The Statistical Probability of Love at First Sight,Hardcover,805184,236,2012,"young-adult,romance,fiction"
2103130,14689.0,Why We Broke Up,Hardcover,"7176,55084",354,2011,"young-adult,romance,fiction,comics,graphic"
2104518,7183.0,Sharp Objects,Paperback,2383,396,2006,"mystery,thriller,crime,fiction"
2105048,18738.0,"The Kill Order (Maze Runner, #0.5)",Hardcover,348878,327,2012,"young-adult,fiction,fantasy,paranormal,mystery,thriller,crime"
2105140,1439.0,Esperanza Rising,Paperback,1244538,304,2002,"fiction,history,historical fiction,biography,young-adult,children"
2106942,13318.0,"All Together Dead (Sookie Stackhouse, #7)",Hardcover,17061,323,2007,"fantasy,paranormal,fiction,romance,mystery,thriller,crime,young-adult"
2110194,6526.0,"Spells (Wings, #2)",Hardcover,2096360,359,2010,"fantasy,paranormal,young-adult,romance,fiction"
2110451,7212.0,"Harry Potter and the Cursed Child - Parts One and Two (Harry Potter, #8)",Hardcover,"5042201,3439408,1077326",343,2016,"fantasy,paranormal,fiction,young-adult,children,mystery,thriller,crime"
2114720,1496.0,The Language of Flowers,Hardcover,4537214,323,2011,"fiction,children,history,historical fiction,biography,romance"
2115183,19519.0,"The Young Elites (The Young Elites, #1)",Hardcover,4342215,355,2014,"fantasy,paranormal,young-adult,romance,fiction"
2116598,1196.0,"Guns, Germs, and Steel: The Fates of Human Societies",Paperback,256,425,2005,"history,historical fiction,biography,non-fiction,fiction"
2119314,17509.0,Colorless Tsukuru Tazaki and His Years of Pilgrimage,Hardcover,"3354,403782",386,2014,"fiction,mystery,thriller,crime,fantasy,paranormal,romance"
2121170,1599.0,"The Devil in the White City: Murder, Magic, and Madness at the Fair That Changed America",Audio Cassette,"5869,511298",447,2003,"non-fiction,history,historical fiction,biography,mystery,thriller,crime,fiction"
2123896,51789.0,Harry Potter Page to Screen: The Complete Filmmaking Journey,Hardcover,9445,531,2011,"non-fiction,fantasy,paranormal,young-adult,fiction,children"
2124586,4513.0,"Bitten (Women of the Otherworld, #1)",Mass Market Paperback,7581,436,2004,"fantasy,paranormal,romance,fiction,mystery,thriller,crime,young-adult"
2125047,5466.0,"The Titan's Curse (Percy Jackson and the Olympians, #3)",Paperback,15872,320,2007,"fantasy,paranormal,young-adult,fiction,children,romance,mystery,thriller,crime"
2126236,8434.0,"Artemis Fowl (Artemis Fowl, #1)",Paperback,10896,316,2003,"fantasy,paranormal,young-adult,fiction,children,mystery,thriller,crime"
2126363,24437.0,"Little Town on the Prairie  (Little House, #7)",Paperback,"5300,30916",374,2007,"fiction,history,historical fiction,biography,children,young-adult,non-fiction"
2127351,23302.0,"Notes from Underground, White Nights, The Dream of a Ridiculous Man, and Selections from The House of the Dead",Paperback,"3137322,805350,52218",233,2004,"fiction,non-fiction,history,historical fiction,biography"
2127463,13087.0,Middlemarch,Paperback,"173,16272",904,2004,"fiction,history,historical fiction,biography,romance"
2128783,7195.0,"You (You, #1)",Hardcover,202260,422,2014,"mystery,thriller,crime,fiction,romance"
2129699,5465.0,"The Battle of the Labyrinth (Percy Jackson and the Olympians, #4)",Hardcover,15872,361,2008,"fantasy,paranormal,young-adult,fiction,children,romance"
2131645,446.0,Ready Player One,Hardcover,31712,374,2011,"fiction,young-adult,fantasy,paranormal,mystery,thriller,crime,romance"
2132160,856.0,One Hundred Years of Solitude,Hardcover,"13450,50060",457,2003,"fiction,fantasy,paranormal,history,historical fiction,biography,romance"
2132450,47270.0,"Anne's House of Dreams (Anne of Green Gables, #5)",Mass Market Paperback,5350,243,1983,"fiction,young-adult,history,historical fiction,biography,children,romance"
2132452,47272.0,"Anne of the Island (Anne of Green Gables, #3)",Paperback,5350,272,1983,"fiction,young-adult,history,historical fiction,biography,children,romance"
2133033,21272.0,The White Tiger,Hardcover,810254,320,2008,"fiction,mystery,thriller,crime"
2133656,21854.0,Please Ignore Vera Dietz,Hardcover,1651879,326,2010,"young-adult,fiction,mystery,thriller,crime,romance"
2135179,20922.0,"Gossip Girl (Gossip Girl, #1)",Paperback,12665,224,2002,"young-adult,fiction,romance"
2135427,5901.0,"Shadow's Edge (Night Angel, #2)",Mass Market Paperback,1370283,636,2008,"fantasy,paranormal,fiction,romance,young-adult,history,historical fiction,biography"
2137169,19490.0,"Don't Judge a Girl by Her Cover (Gallagher Girls, #3)",Hardcover,56224,263,2009,"young-adult,mystery,thriller,crime,romance,fiction,fantasy,paranormal"
2138534,1635.0,Thirteen Reasons Why,Hardcover,569269,352,2016,"fiction,young-adult,romance,mystery,thriller,crime"
2140313,13405.0,Cat's Cradle,Paperback,2778055,306,1999,"fiction,fantasy,paranormal"
2140673,1359.0,We Are All Completely Beside Ourselves,Hardcover,1448,310,2013,fiction
2142895,7466.0,"The Crown (The Selection, #5)",Hardcover,2987125,278,2016,"fiction,young-adult,romance,fantasy,paranormal"
2143701,21694.0,"Noughts & Crosses (Noughts & Crosses, #1)",Paperback,172977,490,2006,"young-adult,romance,fiction,fantasy,paranormal,history,historical fiction,biography,children"
2147184,7990.0,"Things Fall Apart (The African Trilogy, #1)",Paperback,8051,209,1994,"fiction,history,historical fiction,biography,young-adult,non-fiction"
2149713,22407.0,The Fall of the House of Usher and Other Tales,Paperback,"4624490,107433",400,1998,"fiction,fantasy,paranormal,poetry,mystery,thriller,crime,history,historical fiction,biography"
2149717,19898.0,Essential Tales and Poems,Paperback,"4624490,2874387",688,2004,"poetry,fiction,mystery,thriller,crime,fantasy,paranormal,history,historical fiction,biography,romance"
2154384,7071.0,"Legend (Legend, #1)",Hardcover,4342215,305,2011,"romance,fantasy,paranormal,fiction,young-adult,mystery,thriller,crime"
2156365,12698.0,"Bared to You (Crossfire, #1)",Paperback,19823,360,2012,"romance,fiction"
2157263,7968.0,All the Bright Places,Hardcover,"45592,15814604",378,2015,"fiction,young-adult,romance"
2159612,26128.0,"Angelfall (Penryn & the End of Days, #1)",Kindle Edition,4890182,288,2012,"fantasy,paranormal,young-adult,romance,fiction"
2160753,19549.0,"Winger (Winger, #1)",Hardcover,1383409,439,2013,"young-adult,fiction,romance"
2160979,23356.0,Brida,Paperback,"566,293115",264,2006,"fiction,fantasy,paranormal,romance,mystery,thriller,crime"
2162130,151489.0,Half Girlfriend,Paperback,61124,260,2014,"romance,fiction,young-adult"
2164831,697.0,Sophie's Choice,Paperback,7565,562,1992,"fiction,history,historical fiction,biography,romance"
2167249,16962.0,Blindness,Paperback,"1285555,1739",326,1999,"fiction,fantasy,paranormal,mystery,thriller,crime"
2168253,25082.0,The Tenth Circle,Paperback,7128,416,2006,"fiction,mystery,thriller,crime,young-adult,romance,comics,graphic"
2168254,14861.0,Harvesting the Heart,Paperback,7128,453,1995,"romance,fiction"
2169389,8460.0,The Odyssey,Paperback,"903,1005,880408,14660239,280215",541,2006,"fiction,poetry,fantasy,paranormal,history,historical fiction,biography,non-fiction"
2170233,6784.0,"Angel (Maximum Ride, #7)",Paperback,3780,298,2011,"young-adult,fantasy,paranormal,fiction,romance,mystery,thriller,crime"
2170596,7237.0,Before I Fall,Paperback,2936493,470,2010,"young-adult,romance,fiction,fantasy,paranormal,mystery,thriller,crime"
2170613,7981.0,War and Peace,Paperback,"128382,72229,72230,235013",1392,1998,"fiction,history,historical fiction,biography,romance"
2171803,245.0,Dubliners,Paperback,"5144,621651",207,2001,"fiction,history,historical fiction,biography"
2172809,17616.0,Intensity,Paperback,9355,436,2000,"mystery,thriller,crime,fiction,fantasy,paranormal"
2173002,46581.0,The Time Machine/The Invisible Man,Hardcover,"880695,4449011",288,2005,"fantasy,paranormal,fiction,mystery,thriller,crime,history,historical fiction,biography"
2174657,20892.0,This Star Won't Go Out: The Life and Words of Esther Grace Earl,Hardcover,"7014881,7014882,7014883,1406384",431,2014,"non-fiction,young-adult,history,historical fiction,biography"
2175481,2822.0,"The Guard (The Selection, #2.5)",ebook,2987125,64,2014,"young-adult,romance,fantasy,paranormal,fiction"
2175806,1623.0,Anna Karenina,Mass Market Paperback,"128382,217371,5262",960,2002,"fiction,romance,history,historical fiction,biography"
2175807,52577.0,Anna Karenina,Paperback,"128382,40588,69892",803,2003,"fiction,romance,history,historical fiction,biography"
2176379,17248.0,"A Darker Shade of Magic (Shades of Magic, #1)",Hardcover,"7168230,3099544",400,2015,"fantasy,paranormal,young-adult,fiction,history,historical fiction,biography,romance"
2176396,7011.0,"The Lost Hero (The Heroes of Olympus, #1)",Audio CD,"15872,3343082",17,2010,"fantasy,paranormal,young-adult,fiction,children,mystery,thriller,crime,romance"
2177521,16174.0,Fantastic Beasts and Where to Find Them: The Original Screenplay,Hardcover,1077326,293,2016,"fiction,young-adult,history,historical fiction,biography,children,fantasy,paranormal,romance,mystery,thriller,crime"
2179576,6802.0,"Opal (Lux, #3)",Paperback,4476934,382,2012,"young-adult,fantasy,paranormal,romance,fiction"
2179707,1206.0,Nineteen Minutes,Hardcover,7128,440,2007,"fiction,young-adult,mystery,thriller,crime,romance"
2179903,468.0,Foundation (Foundation #1),Hardcover,16667,244,2004,"fiction,fantasy,paranormal,history,historical fiction,biography"
2180010,21369.0,My True Love Gave to Me: Twelve Holiday Stories,Hardcover,"3095893,25422,56224,204966,295178,151371,11664,24902,3228055,4208569,324620,3027554",321,2014,"fiction,fantasy,paranormal,young-adult,romance"
2181039,13350.0,"Everything, Everything",Hardcover,"7353006,14168236",307,2015,"young-adult,romance,fiction"
2187508,459.0,"The Lord of the Rings (The Lord of the Rings, #1-3)",Paperback,656983,1216,2005,"fantasy,paranormal,fiction,young-adult"
2187511,946.0,J.R.R. Tolkien 4-Book Boxed Set: The Hobbit and The Lord of the Rings,Mass Market Paperback,656983,1728,2012,"fiction,fantasy,paranormal,young-adult,children"
2187513,80759.0,The Lord of the Rings: Weapons and Warfare,Paperback,"5448409,5325360,10154",218,2003,"fantasy,paranormal,non-fiction,fiction"
2187515,670.0,"The Fellowship of the Ring (The Lord of the Rings, #1)",Paperback,656983,398,2003,"fantasy,paranormal,fiction,young-adult"
2192059,20007.0,"Tomorrow, When the War Began (Tomorrow, #1)",Paperback,28756,276,2006,"young-adult,fiction,romance,fantasy,paranormal,mystery,thriller,crime"
2193578,20880.0,"Passenger (Passenger, #1)",Hardcover,2973783,496,2016,"fantasy,paranormal,young-adult,fiction,history,historical fiction,biography,romance,mystery,thriller,crime"
2195402,24045.0,A Connecticut Yankee in King Arthur's Court,Paperback,1244,480,2007,"fantasy,paranormal,fiction,history,historical fiction,biography,young-adult,children"
2198313,1041.0,Charlotte's Web,Paperback,"988142,30916,3105",184,2001,"children,fiction,young-adult,fantasy,paranormal"
2201108,46538.0,"Princess in Love (The Princess Diaries, #3)",Paperback,11654,260,2003,"young-adult,romance,fiction,children"
2201109,46537.0,"Princess in Waiting (The Princess Diaries, #4)",Mass Market Paperback,11654,259,2003,"young-adult,romance,fiction,children"
2201115,7217.0,"The Boy Next Door (Boy, #1)",Paperback,11654,379,2005,"romance,fiction,young-adult,mystery,thriller,crime"
2201117,3907.0,"Twilight (The Mediator, #6)",Paperback,11654,312,2006,"young-adult,fantasy,paranormal,romance,fiction,mystery,thriller,crime"
2201348,13508.0,Cujo,Paperback,3389,432,2006,"fiction,mystery,thriller,crime,fantasy,paranormal"
2201368,15331.0,Thinner,Mass Market Paperback,"5858,3389",320,1996,"fiction,mystery,thriller,crime,fantasy,paranormal"
2202183,750.0,"Patriot Games (Jack Ryan Universe, #2)",Paperback,3892,503,1992,"fiction,mystery,thriller,crime,history,historical fiction,biography"
2202655,46272.0,"Ouran High School Host Club, Vol. 1 (Ouran High School Host Club, #1)",Paperback,144405,178,2005,"romance,comics,graphic,young-adult,fiction"
2205605,739.0,"Angels & Demons  (Robert Langdon, #1)",Mass Market Paperback,630,736,2006,"fiction,mystery,thriller,crime,history,historical fiction,biography,fantasy,paranormal,romance"
2205608,1203.0,"The Da Vinci Code (Robert Langdon, #2)",Paperback,630,481,2006,"fiction,mystery,thriller,crime,history,historical fiction,biography,fantasy,paranormal,romance"
2205846,19900.0,Trainspotting,Mass Market Paperback,"5687,7201361",344,1998,"fiction,mystery,thriller,crime"
2208717,1604.0,"Insurgent (Divergent, #2)",Hardcover,4039811,525,2012,"young-adult,fiction,fantasy,paranormal,romance"
2209325,27903.0,A Stranger In The Mirror,Paperback,9068,352,1995,"fiction,mystery,thriller,crime,romance,young-adult"
2209853,13537.0,The Shipping News,Paperback,1262010,352,2002,"fiction,history,historical fiction,biography,romance"
2210267,2824.0,"Blue Lily, Lily Blue (The Raven Cycle, #3)",Hardcover,1330292,391,2014,"fantasy,paranormal,young-adult,romance,fiction,mystery,thriller,crime"
2210526,41380.0,The Omen,Paperback,132378,272,2006,"fiction,fantasy,paranormal,mystery,thriller,crime"
2211974,7976.0,Brain on Fire: My Month of Madness,Hardcover,5778057,250,2012,"non-fiction,history,historical fiction,biography,fiction,mystery,thriller,crime"
2212825,3778.0,"The Year of the Flood  (MaddAddam, #2)",Hardcover,3472,431,2009,"fiction,fantasy,paranormal"
2213226,8436.0,The Undomestic Goddess,Paperback,6160,404,2006,"romance,fiction,young-adult"
2214726,27655.0,The Island of Dr. Moreau,Paperback,880695,153,1994,"fantasy,paranormal,fiction,mystery,thriller,crime,history,historical fiction,biography"
2215610,57960.0,"Bleach, Volume 01",Paperback,1977,200,2004,"fantasy,paranormal,comics,graphic,fiction,young-adult,romance"
2215896,2586.0,Wolves of the Calla,Mass Market Paperback,"3389,133241",931,2006,"fantasy,paranormal,fiction,mystery,thriller,crime"
2216349,716.0,Do Androids Dream of Electric Sheep?,Paperback,"4764,3619",244,1996,"fantasy,paranormal,fiction,mystery,thriller,crime"
2217892,19294.0,"Origins (The Vampire Diaries: Stefan's Diaries, #1)",Paperback,"50873,29840,4101698",237,2010,"young-adult,fantasy,paranormal,romance,fiction,history,historical fiction,biography,mystery,thriller,crime"
2220100,23748.0,"Only the Good Spy Young (Gallagher Girls, #4)",Hardcover,56224,265,2010,"young-adult,mystery,thriller,crime,romance,fiction"
2220155,8142.0,"Moby-Dick or, The Whale",Paperback,"1624,13903,21818",720,2003,"fiction,history,historical fiction,biography,fantasy,paranormal"
2220256,20513.0,Walk Two Moons,Paperback,11633,280,1996,"young-adult,fiction,children,mystery,thriller,crime,history,historical fiction,biography"
2221754,28093.0,"Son of a Witch (The Wicked Years, #2)",Paperback,"7025,6543253,17204500",352,2006,"fantasy,paranormal,fiction,young-adult"
2224125,1405.0,Anna Karenina,Paperback,"128382,235013,72230",964,2012,"fiction,romance,history,historical fiction,biography"
2227403,14731.0,The Year of Magical Thinking,Paperback,238,227,2007,"non-fiction,history,historical fiction,biography,fiction"
2231843,14706.0,Half of a Yellow Sun,Hardcover,11291,433,2006,"fiction,history,historical fiction,biography,romance"
2232283,6803.0,"Onyx (Lux, #2)",Paperback,4476934,366,2012,"young-adult,fantasy,paranormal,romance,fiction,mystery,thriller,crime"
2233113,60153.0,"Mossflower (Redwall, #2)",Mass Market Paperback,5329,373,1998,"fantasy,paranormal,fiction,young-adult,children"
2233729,50469.0,"Carve the Mark (Carve the Mark, #1)",Hardcover,4039811,468,2017,"young-adult,fantasy,paranormal,fiction,romance"
2235281,7120.0,Beloved,Paperback,3534,324,2004,"fiction,history,historical fiction,biography,fantasy,paranormal"
2236475,31285.0,The Waste Land and Other Poems,Paperback,18540,88,1955,"poetry,fiction,non-fiction"
2237694,17708.0,The Republic,Paperback,"879,473421",416,2003,"non-fiction,history,historical fiction,biography,fiction"
